Database,Fee Details - Line 808 Borrower PTC Amount,NEWHUD2.X1231,
Database,Fee Details - Line 808 Broker Amount Paid,NEWHUD2.X1240,
Database,Fee Details - Line 808 Broker PAC Amount,NEWHUD2.X1238,
Database,Fee Details - Line 808 Broker POC Amount,NEWHUD2.X1239,
Database,Fee Details - Line 808 Closing Disclosure Amount,NEWHUD2.X1227,
Database,Fee Details - Line 808 Lender Amount Paid,NEWHUD2.X1243,
Database,Fee Details - Line 808 Lender PAC Amount,NEWHUD2.X1241,
Database,Fee Details - Line 808 Lender POC Amount,NEWHUD2.X1242,
Database,Fee Details - Line 808 Loan Estimate Amount,NEWHUD2.X1226,
Database,Fee Details - Line 808 Other Amount Paid,NEWHUD2.X1246,
Database,Fee Details - Line 808 Other PAC Amount,NEWHUD2.X1244,
Database,Fee Details - Line 808 Other POC Amount,NEWHUD2.X1245,
Database,Fee Details - Line 808 Sec 32 Points and Fees,NEWHUD2.X1248,
Database,Fee Details - Line 808 - Seller Amount Paid,NEWHUD2.X1237,
Database,Fee Details - Line 808 - Seller Credit,NEWHUD2.X1251,
Database,Fee Details - Line 808 Seller Obligated,NEWHUD2.X1252,
Database,Fee Details - Line 808 - Seller Obligated Amount,NEWHUD2.X1253,
Database,Fee Details - Line 808 Seller PAC Amount,NEWHUD2.X1235,
Database,Fee Details - Line 808 Seller POC Amount,NEWHUD2.X1236,
Database,Fee Details - Line 808 Total Fee Amount,NEWHUD2.X1224,
Database,Fee Details - Line 808 Total Fee Percentage,NEWHUD2.X1225,
Database,Fee Details - Line 808 - Total Paid By Amount,NEWHUD2.X1247,
Database,Fee Details - Line 809 Borrower Did Shop For,NEWHUD2.X1283,
Database,Fee Details - Line 809 Borrower PAC Amount,NEWHUD2.X1265,
Database,Fee Details - Line 809 Borrower POC Amount,NEWHUD2.X1266,
Database,Fee Details - Line 809 - Broker PAC Amount,NEWHUD2.X1271,
Database,Fee Details - Line 809 Broker POC Amount,NEWHUD2.X1272,
Database,Fee Details - Line 809 Lender PAC Amount,NEWHUD2.X1274,
Database,Fee Details - Line 809 - Lender POC Amount,NEWHUD2.X1275,
Database,Fee Details - Line 809 Other PAC Amount,NEWHUD2.X1277,
Database,Fee Details - Line 809 - Other POC Amount,NEWHUD2.X1278,
Database,Fee Details - Line 809 Seller PAC Amount,NEWHUD2.X1268,
Database,Fee Details - Line 809 Seller POC Amount,NEWHUD2.X1269,
Database,Fee Details - Line 810 Borrower Did Shop For,NEWHUD2.X1316,
Database,Fee Details - Line 810 Borrower PAC Amount,NEWHUD2.X1298,
Database,Fee Details - Line 810 - Borrower POC Amount,NEWHUD2.X1299,
Database,Fee Details - Line 810 - Broker PAC Amount,NEWHUD2.X1304,
Database,Fee Details - Line 810 - Broker POC Amount,NEWHUD2.X1305,
Database,Fee Details - Line 810 - Lender PAC Amount,NEWHUD2.X1307,
Database,Fee Details - Line 810 - Lender POC Amount,NEWHUD2.X1308,
Database,Fee Details - Line 810 - Other PAC Amount,NEWHUD2.X1310,
Database,Fee Details - Line 810 - Other POC Amount,NEWHUD2.X1311,
Database,Fee Details - Line 810 - Seller PAC Amount,NEWHUD2.X1301,
Database,Fee Details - Line 810 - Seller POC Amount,NEWHUD2.X1302,
Database,Fee Details Line 811 Borrower Did Shop For,NEWHUD2.X1349,
Database,Fee Details Line 811 Borrower PAC Amount,NEWHUD2.X1331,
Database,Fee Details Line 811 Borrower POC Amount,NEWHUD2.X1332,
Database,Fee Details Line 811 Broker PAC Amount,NEWHUD2.X1337,
Database,Fee Details Line 811 Broker POC Amount,NEWHUD2.X1338,
Database,Fee Details Line 811 Lender PAC Amount,NEWHUD2.X1340,
Database,Fee Details Line 811 Lender POC Amount,NEWHUD2.X1341,
Database,Fee Details Line 811 Other PAC Amount,NEWHUD2.X1343,
Database,Fee Details - Line 811 Other POC Amount,NEWHUD2.X1344,
Database,Fee Details - Line 811 Seller PAC Amount,NEWHUD2.X1334,
Database,Fee Details Line 811 Seller POC Amount,NEWHUD2.X1335,
Database,Fee Details Line 812 Borrower Did Shop For,NEWHUD2.X1382,
Database,Fee Details Line 812 Borrower PAC Amount,NEWHUD2.X1364,
Database,Fee Details - Line 812 Borrower POC Amount,NEWHUD2.X1365,
Database,Fee Details Line 812 Broker PAC Amount,NEWHUD2.X1370,
Database,Fee Details Line 812 Broker POC Amount,NEWHUD2.X1371,
Database,Fee Details Line 812 Lender PAC Amount,NEWHUD2.X1373,
Database,Fee Details - Line 812 Lender POC Amount,NEWHUD2.X1374,
Database,Fee Details Line 812 Other PAC Amount,NEWHUD2.X1376,
Database,Fee Details Line 812 Other POC Amount,NEWHUD2.X1377,
Database,Fee Details - Line 812 Seller PAC Amount,NEVVHUD2.X1367,
Database,Fee Details Line 812 Seller POC Amount,NEWHUD2.X1368,
Database,Fee Details - Line 813 Borrower Did Shop For,NEWHUD2.X1415,
Database,Fee Details Line 813 Borrower PAC Amount,NEWHUD2.X1397,
Database,Fee Details Line 813 Borrower POC Amount,NEWHUD2.X1398,
Database,Fee Details - Line 813 Broker PAC Amount,NEWHUD2.X1403,
Database,Fee Details - Line 813 Broker POC Amount,NEWHUD2.X1404,
Database,Fee Details - Line 813 Lender PAC Amount,NEWHUD2.X1406,
Database,Fee Details - Line 813 Lender POC Amount,NEWHUD2.X1407,
Database,Fee Details - Line 813 Other PAC Amount,NEWHUD2.X1409,
Database,Fee Details - Line 813 Other POC Amount,NEWHUD2.X1410,
Database,Fee Details - Line 813 Seller PAC Amount,NEWHUD2.X1400,
Database,Fee Details Line 813 Seller POC Amount,NEWHUD2.X1401,
Database,Fee Details Line 814 Borrower Did Shop For,NEWHUD2.X1448,
Database,Fee Details Line 814 Borrower PAC Amount,NEWHUD2.X1430,
Database,Fee Details - Line 814 Borrower POC Amount,NEWHUD2.X1431,
Database,Fee Details - Line 814 Broker PAC Amount,NEWHUD2.X1436,
Database,Fee Details - Line 814 - Broker POC Amount,NEWHUD2.X1437,
Database,Fee Details - Line 814 Lender PAC Amount,NEWHUD2.X1439,
Database,Fee Details Line 814 Lender POC Amount,NEWHUD2.X1440,
Database,Fee Details Line 814 Other PAC Amount,NEWHUD2.X1442,
Database,Fee Details Line 814 Other POC Amount,NEWHUD2.X1443,
Database,Fee Details Line 814 Seller PAC Amount,NEWHUD2.X1433,
Database,Fee Details Line 814 Seller POC Amount,NEWHUD2.X1434,
Database,Fee Details Line 815 Borrower Did Shop For,NEWHUD2.X1481,
Database,Fee Details Line 815 Borrower PAC Amount,NEWHUD2.X1463,
Database,Fee Details Line 815 Borrower POC Amount,NEWHUD2.X1464,
Database,Fee Details Line 815 Broker PAC Amount,NEWHUD2.X1469,
Database,Fee Details Line 815 Broker POC Amount,NEWHUD2.X1470,
Database,Fee Details - Line 815 Lender PAC Amount,NEWHUD2.X1472,
Database,Fee Details Line 815 Lender POC Amount,NEWHUD2.X1473,
Database,Fee Details - Line 815 Other PAC Amount,NEWHUD2.X1475,
Database,Fee Details Line 815 Other POC Amount,NEWHUD2.X1476,
Database,Fee Details Line 815 Seller PAC Amount,NEWHUD2.X1466,
Database,Fee Details Line 815 Seller POC Amount,NEWHUD2.X1467,
Database,Fee Details - Line 816 Borrower Did Shop For,NEWHUD2.X1514,
Database,Fee Details - Line 816 Borrower PAC Amount,NEWHUD2.X1496,
Database,Fee Details - Line 816 Borrower POC Amount,NEWHUD2.X1497,
Database,Fee Details - Line 816 Broker PAC Amount,NEWHUD2.X1502,
Database,Fee Details - Line 816 Broker POC Amount,NEWHUD2.X1503,
Database,Fee Details - Line 816 Lender PAC Amount,NEWHUD2.X1505,
Database,Fee Details Line 816 Lender POC Amount,NEVVHUD2.X1506,
Database,Fee Details Line 816 Other PAC Amount,NEWHUD2.X1508,
Database,Fee Details - Line 816 Other POC Amount,NEWHUD2.X1509,
Database,Fee Details Line 816 Seller PAC Amount,NEWHUD2.X1499,
Database,Fee Details Line 816 Seller POC Amount,NEWHUD2.X1500,
Database,Fee Details Line 817 Borrower Did Shop For,NEWHUD2.X1547,
Database,Fee Details Line 817 Borrower PAC Amount,NEWHUD2.X1529,
Database,Fee Details - Line 817 Borrower POC Amount,NEWHUD2.X1530,
Database,Fee Details Line 817 Broker PAC Amount,NEWHUD2.X1535,
Database,Fee Details - Line 817 Broker POC Amount,NEWHUD2.X1536,
Database,Fee Details - Line 817 Lender PAC Amount,NEWHUD2.X1538,
Database,Fee Details Line 817 Lender POC Amount,NEWHUD2.X1539,
Database,Fee Details - Line 817 Other PAC Amount,NEWHUD2.X1541,
Database,Fee Details - Line 817 Other POC Amount,NEWHUD2.X1542,
Database,Fee Details - Line 817 Seller PAC Amount,NEWHUD2.X1532,
Database,Fee Details - Line 817 Seller POC Amount,NEWHUD2.X1533,
Database,Fee Details - Line 818 Borrower Did Shop For,NEWHUD2.X1580,
Database,Fee Details - Line 818 Borrower PAC Amount,NEWHUD2.X1562,
Database,Fee Details - Line 818 Borrower POC Amount,NEWHUD2.X1563,
Database,Fee Details - Line 818 Broker PAC Amount,NEWHUD2.X1568,
Database,Fee Details - Line 818 Broker POC Amount,NEWHUD2.X1569,
Database,Fee Details - Line 818 Lender PAC Amount,NEWHUD2.X1571,
Database,Fee Details - Line 818 Lender POC Amount,NEWHUD2.X1572,
Database,Fee Details - Line 818 Other PAC Amount,NEWHUD2.X1574,
Database,Fee Details Line 818 Other POC Amount,NEWHUD2.X1575,
Database,Fee Details - Line 818 Seller PAC Amount,NEWHUD2.X1565,
Database,Fee Details - Line 818 Seller POC Amount,NEWHUD2.X1566,
Database,Fee Details - Line 819 Borrower Did Shop For,NEWHUD2.X1613,
Database,Fee Details - Line 819 Borrower PAC Amount,NEWHUD2.X1595,
Database,Fee Details - Line 819 Borrower POC Amount,NEWHUD2.X1596,
Database,Fee Details - Line 819 Broker PAC Amount,NEWHUD2.X1601,
Database,Fee Details - Line 819 Broker POC Amount,NEWHUD2.X1602,
Database,Fee Details - Line 819 Lender PAC Amount,NEWHUD2.X1604,
Database,Fee Details - Line 819 Lender POC Amount,NEWHUD2.X1605,
Database,Fee Details Line 819 Other PAC Amount,NEWHUD2.X1607,
Database,Fee Details Line 816 Seller PAC Amount,NEWHUD2.X1499,
Database,Fee Details Line 816 Seller POC Amount,NEWHUD2.X1500,
Database,Fee Details Line 817 Borrower Did Shop For,NEWHUD2.X1547,
Database,Fee Details Line 817 Borrower PAC Amount,NEWHUD2.X1529,
Database,Fee Details - Line 817 Borrower POC Amount,NEWHUD2.X1530,
Database,Fee Details Line 817 Broker PAC Amount,NEWHUD2.X1535,
Database,Fee Details - Line 817 Broker POC Amount,NEWHUD2.X1536,
Database,Fee Details - Line 817 Lender PAC Amount,NEWHUD2.X1538,
Database,Fee Details Line 817 Lender POC Amount,NEWHUD2.X1539,
Database,Fee Details - Line 817 Other PAC Amount,NEWHUD2.X1541,
Database,Fee Details - Line 817 Other POC Amount,NEWHUD2.X1542,
Database,Fee Details - Line 817 Seller PAC Amount,NEWHUD2.X1532,
Database,Fee Details - Line 817 Seller POC Amount,NEWHUD2.X1533,
Database,Fee Details - Line 818 Borrower Did Shop For,NEWHUD2.X1580,
Database,Fee Details - Line 818 Borrower PAC Amount,NEWHUD2.X1562,
Database,Fee Details - Line 818 Borrower POC Amount,NEWHUD2.X1563,
Database,Fee Details - Line 818 Broker PAC Amount,NEWHUD2.X1568,
Database,Fee Details - Line 818 Broker POC Amount,NEWHUD2.X1569,
Database,Fee Details - Line 818 Lender PAC Amount,NEWHUD2.X1571,
Database,Fee Details - Line 818 Lender POC Amount,NEWHUD2.X1572,
Database,Fee Details - Line 818 Other PAC Amount,NEWHUD2.X1574,
Database,Fee Details Line 818 Other POC Amount,NEWHUD2.X1575,
Database,Fee Details - Line 818 Seller PAC Amount,NEWHUD2.X1565,
Database,Fee Details - Line 818 Seller POC Amount,NEWHUD2.X1566,
Database,Fee Details - Line 819 Borrower Did Shop For,NEWHUD2.X1613,
Database,Fee Details - Line 819 Borrower PAC Amount,NEWHUD2.X1595,
Database,Fee Details - Line 819 Borrower POC Amount,NEWHUD2.X1596,
Database,Fee Details - Line 819 Broker PAC Amount,NEWHUD2.X1601,
Database,Fee Details - Line 819 Broker POC Amount,NEWHUD2.X1602,
Database,Fee Details - Line 819 Lender PAC Amount,NEWHUD2.X1604,
Database,Fee Details - Line 819 Lender POC Amount,NEWHUD2.X1605,
Database,Fee Details Line 819 Other PAC Amount,NEWHUD2.X1607,
Database,Fee Details Line 819 Other POC Amount,NEWHUD2.X1608,
Database,Fee Details Line 819 Seller PAC Amount,NEWHUD2.X1598,
Database,Fee Details - Line 819 Seller POC Amount,NEWHUD2.X1599,
Database,Fee Details Line 820 Borrower Did Shop For,NEWHUD2.X1646,
Database,Fee Details Line 820 Borrower PAC Amount,NEWHUD2.X1628,
Database,Fee Details - Line 820 Borrower POC Amount,NEWHUD2.X1629,
Database,Fee Details - Line 820 Broker PAC Amount,NEWHUD2.X1634,
Database,Fee Details - Line 820 Broker POC Amount,NEWHUD2.X1635,
Database,Fee Details - Line 820 Lender PAC Amount,NEWHUD2.X1637,
Database,Fee Details Line 820 Lender POC Amount,NEWHUD2.X1638,
Database,Fee Details - Line 820 Other PAC Amount,NEWHUD2.X1640,
Database,Fee Details Line 820 Other POC Amount,NEWHUD2.X1641,
Database,Fee Details - Line 820 Seller PAC Amount,NEWHUD2.X1631,
Database,Fee Details - Line 820 Seller POC Amount,NEWHUD2.X1632,
Database,Fee Details Line 821 Borrower Did Shop For,NEWHUD2.X1679,
Database,Fee Details - Line 821 Borrower PAC Amount,NEWHUD2.X1661,
Database,Fee Details - Line 821 Borrower POC Amount,NEWHUD2.X1662,
Database,Fee Details - Line 821 Broker PAC Amount,NEWHUD2.X1667,
Database,Fee Details Line 821 Broker POC Amount,NEWHUD2.X1668,
Database,Fee Details Line 821 Lender PAC Amount,NEWHUD2.X1670,
Database,Fee Details Line 821 Lender POC Amount,NEWHUD2.X1671,
Database,Fee Details Line 821 Other PAC Amount,NEWHUD2.X1673,
Database,Fee Details Line 821 Other POC Amount,NEWHUD2.X1674,
Database,Fee Details Line 821 Seller PAC Amount,NEWHUD2.X1664,
Database,Fee Details Line 821 Seller POC Amount,NEWHUD2.X1665,
Database,Fee Details - Line 822 Borrower Did Shop For,NEWHUD2.X1712,
Database,Fee Details Line 822 - Borrower PAC Amount,NEWHUD2.X1694,
Database,Fee Details - Line 822 Borrower POC Amount,NEWHUD2.X1695,
Database,Fee Details - Line 822 Broker PAC Amount,NEWHUD2.X1700,
Database,Fee Details - Line 822 Broker POC Amount,NEWHUD2.X1701,
Database,Fee Details - Line 822 Lender PAC Amount,NEWHUD2.X1703,
Database,Fee Details - Line 822 Lender POC Amount,NEWHUD2.X1704,
Database,Fee Details Line 822 Other PAC Amount,NEWHUD2.X1706,
Database,Fee Details Line 822 Other POC Amount,NEWHUD2.X1707,
Database,Fee Details Line 822 Seller PAC Amount,NEWHUD2.X1697,
Database,Fee Details Line 822 Seller POC Amount,NEWHUD2.X1698,
Database,Fee Details Line 823 Borrower Did Shop For,NEWHUD2.X1745,
Database,Fee Details Line 823 Borrower PAC Amount,NEWHUD2.X1727,
Database,Fee Details - Line 823 Borrower POC Amount,NEWHUD2.X1728,
Database,Fee Details - Line 823 Broker PAC Amount,NEWHUD2.X1733,
Database,Fee Details - Line 823 Broker POC Amount,NEWHUD2.X1734,
Database,Fee Details - Line 823 Lender PAC Amount,NEWHUD2.X1736,
Database,Fee Details - Line 823 Lender POC Amount,NEWHUD2.X1737,
Database,Fee Details - Line 823 Other PAC Amount,NEWHUD2.X1739,
Database,Fee Details - Line 823 Other POC Amount,NEWHUD2.X1740,
Database,Fee Details - Line 823 Seller PAC Amount,NEWHUD2.X1730,
Database,Fee Details Line 823 Seller POC Amount,NEWHUD2.X1731,
Database,Fee Details Line 824 Borrower Did Shop For,NEWHUD2.X1778,
Database,Fee Details Line 824 Borrower PAC Amount,NEWHUD2.X1760,
Database,Fee Details - Line 824 Borrower POC Amount,NEWHUD2.X1761,
Database,Fee Details Line 824 Broker PAC Amount,NEWHUD2.X1766,
Database,Fee Details - Line 824 Broker POC Amount,NEWHUD2.X1767,
Database,Fee Details Line 824 Lender PAC Amount,NEWHUD2.X1769,
Database,Fee Details Line 824 Lender POC Amount,NEWHUD2.X1770,
Database,Fee Details Line 824 Other PAC Amount,NEWHUD2.X1772,
Database,Fee Details Line 824 Other POC Amount,NEWHUD2.X1773,
Database,Fee Details Line 824 Seller PAC Amount,NEWHUD2.X1763,
Database,Fee Details - Line 824 Seller POC Amount,NEWHUD2.X1764,
Database,Fee Details - Line 825 Borrower Did Shop For,NEWHUD2.X1811,
Database,Fee Details - Line 825 Borrower PAC Amount,NEWHUD2.X1793,
Database,Fee Details Line 825 Borrower POC Amount,NEWHUD2.X1794,
Database,Fee Details - Line 825 Broker PAC Amount,NEWHUD2.X1799,
Database,Fee Details - Line 825 Broker POC Amount,NEWHUD2.X1800,
Database,Fee Details Line 825 Lender PAC Amount,NEWHUD2.X1802,
Database,Fee Details Line 825 Lender POC Amount,NEWHUD2.X1803,
Database,Fee Details Line 825 Other PAC Amount,NEWHUD2.X1805,
Database,Fee Details - Line 825 - Other POC Amount,NEWHUD2.X1806,
Database,Fee Details - Line 825 Seller PAC Amount,NEWHUD2.X1796,
Database,Fee Details - Line 825 Seller POC Amount,NEWHUD2.X1797,
Database,Fee Details - Line 826 Borrower Did Shop For,NEWHUD2.X1844,
Database,Fee Details - Line 826 - Borrower PAC Amount,NEWHUD2.X1826,
Database,Fee Details - Line 826 - Borrower POC Amount,NEWHUD2.X1827,
Database,Fee Details - Line 826 Broker PAC Amount,NEWHUD2.X1832,
Database,Fee Details - Line 826 - Broker POC Amount,NEWHUD2.X1833,
Database,Fee Details - Line 826 Lender PAC Amount,NEWHUD2.X1835,
Database,Fee Details - Line 826 Lender POC Amount,NEWHUD2.X1836,
Database,Fee Details - Line 826 - Other PAC Amount,NEWHUD2.X1838,
Database,Fee Details - Line 826 Other POC Amount,NEWHUD2.X1839,
Database,Fee Details - Line 826 Seller PAC Amount,NEWHUD2.X1829,
Database,Fee Details - Line 826 Seller POC Amount,NEWHUD2.X1830,
Database,Fee Details - Line 827 Borrower Did Shop For,NEWHUD2.X1877,
Database,Fee Details - Line 827 Borrower PAC Amount,NEWHUD2.X1859,
Database,Fee Details - Line 827 Borrower POC Amount,NEWHUD2.X1860,
Database,Fee Details - Line 827 Broker PAC Amount,NEWHUD2.X1865,
Database,Fee Details - Line 827 Broker POC Amount,NEWHUD2.X1866,
Database,Fee Details - Line 827 Lender PAC Amount,NEWHUD2.X1868,
Database,Fee Details - Line 827 Lender POC Amount,NEWHUD2.X1869,
Database,Fee Details - Line 827 Other PAC Amount,NEWHUD2.X1871,
Database,Fee Details - Line 827 Other POC Amount,NEWHUD2.X1872,
Database,Fee Details - Line 827 Seller PAC Amount,NEWHUD2.X1862,
Database,Fee Details - Line 827 Seller POC Amount,NEWHUD2.X1863,
Database,Fee Details - Line 828 Borrower Did Shop For,NEWHUD2.X1910,
Database,Fee Details - Line 828 Borrower PAC Amount,NEWHUD2.X1892,
Database,Fee Details - Line 828 Borrower POC Amount,NEWHUD2.X1893,
Database,Fee Details - Line 828 Broker PAC Amount,NEWHUD2.X1898,
Database,Fee Details Line 828 Broker POC Amount,NEWHUD2.X1899,
Database,Fee Details Line 828 Lender PAC Amount,NEWHUD2.X1901,
Database,Fee Details Line 828 Lender POC Amount,NEWHUD2.X1902,
Database,Fee Details Line 828 Other PAC Amount,NEWHUD2.X1904,
Database,Fee Details Line 828 Other POC Amount,NEWHUD2.X1905,
Database,Fee Details Line 828 Seller PAC Amount,NEWHUD2.X1895,
Database,Fee Details Line 828 Seller POC Amount,NEWHUD2.X1896,
Database,Fee Details Line 829 Borrower Did Shop For,NEWHUD2.X1943,
Database,Fee Details - Line 829 Borrower PAC Amount,NEWHUD2.X1925,
Database,Fee Details - Line 829 Borrower POC Amount,NEWHUD2.X1926,
Database,Fee Details - Line 829 Broker PAC Amount,NEWHUD2.X1931,
Database,Fee Details Line 829 Broker POC Amount,NEWHUD2.X1932,
Database,Fee Details Line 829 Lender PAC Amount,NEWHUD2.X1934,
Database,Fee Details Line 829 Lender POC Amount,NEWHUD2.X1935,
Database,Fee Details - Line 829 Other PAC Amount,NEWHUD2.X1937,
Database,Fee Details - Line 829 Other POC Amount,NEWHUD2.X1938,
Database,Fee Details - Line 829 Seller PAC Amount,NEWHUD2.X1928,
Database,Fee Details Line 829 Seller POC Amount,NEWHUD2.X1929,
Database,Fee Details - Line 830 Borrower Did Shop For,NEWHUD2.X1976,
Database,Fee Details Line 830 Borrower PAC Amount,NEWHUD2.X1958,
Database,Fee Details - Line 830 Borrower POC Amount,NEWHUD2.X1959,
Database,Fee Details Line 830 Broker PAC Amount,NEWHUD2.X1964,
Database,Fee Details Line 830 Broker POC Amount,NEWHUD2.X1965,
Database,Fee Details Line 830 Lender PAC Amount,NEWHUD2.X1967,
Database,Fee Details - Line 830 Lender POC Amount,NEWHUD2.X1968,
Database,Fee Details Line 830 Other PAC Amount,NEWHUD2.X1970,
Database,Fee Details - Line 830 Other POC Amount,NEWHUD2.X1971,
Database,Fee Details - Line 830 Seller PAC Amount,NEWHUD2.X1961,
Database,Fee Details - Line 830 Seller POC Amount,NEWHUD2.X1962,
Database,Fee Details - Line 831 Borrower Did Shop For,NEWHUD2.X2009,
Database,Fee Details - Line 831 Borrower PAC Amount,NEWHUD2.X1991,
Database,Fee Details - Line 831 Borrower POC Amount,NEWHUD2.X1992,
Database,Fee Details Line 831 Broker PAC Amount,NEVVHUD2.X1997,
Database,Fee Details Line 831 Broker POC Amount,NEWHUD2.X1998,
